season,celebrity_name,ballroom_partner,celebrity_total_followers_wikidata,partner_total_followers_wikidata,P_cele,P_partner,missing_cele_total,missing_partner_total
24,Rashad Jennings,Emma Slater,,,,,True,True
24,Simone Biles,Sasha Farber,1704285.0,85392.0,14.348656812663364,11.35501940920405,False,False
25,Barbara Corcoran,Keo Motsepe,739046.0,,13.513116797366706,,False,True
25,Debbie Gibson,Alan Bersten,235492.0,64741.0,12.369436468005336,11.078165419805039,False,False
25,Derek Fisher,Sharna Burgess,,162313.0,,11.997288009794824,True,False
25,Drew Scott,Emma Slater,,,,,True,True
25,Frankie Muniz,Witney Carson,333591.0,169660.0,12.717673968363837,12.04155760748558,False,False
25,Jordan Fisher,Lindsay Arnold,899647.0,117473.0,13.709758854691438,11.673972311485327,False,False
25,Lindsey Stirling,Mark Ballas,14791112.0,,16.50953708540527,,False,True
25,Nick Lachey,Peta Murgatroyd,56700.0,213109.0,10.945547126244623,12.269563743311371,False,False
25,Nikki Bella,Artem Chigvintsev,7038404.0,186633.0,15.766892139965064,12.136904758728935,False,False
25,Sasha Pieterse,Gleb Savchenko,67900.0,64840.0,11.125806040978839,11.07969339830934,False,False
25,Terrell Owens,Cheryl Burke,1391474.0,380112.0,14.145874893563189,12.848223855918395,False,False
25,Vanessa Lachey,Maksim Chmerkoskiy,150838.0,,11.923968321809083,,False,True
25,Victoria Arlen,Valentin Chmerkovskiy,,299226.0,,12.608957761652729,True,False
26,Adam Rippon,Jenna Johnson,576837.0,79694.0,13.265316743504057,11.285962127553153,False,False
26,Arike Ogunbowale,Gleb Savchenko,43775.0,64840.0,10.686841000982222,11.07969339830934,False,False
26,Chris Mazdzer,Witney Carson,17519.0,169660.0,9.771098364490383,12.04155760748558,False,False
26,Jamie Anderson,Artem Chigvintsev,,186633.0,,12.136904758728935,True,False
26,Jennie Finch Daigle,Keo Motsepe,165191.0,,12.01486371274631,,False,True
26,Johnny Damon,Emma Slater,,,,,True,True
26,Josh Norman,Sharna Burgess,186591.0,162313.0,12.136679694021883,11.997288009794824,False,False
26,Kareem Abdul-Jabbar,Lindsay Arnold,2242496.0,117473.0,14.623100535121552,11.673972311485327,False,False
26,Mirai Nagasu,Alan Bersten,93295.0,64741.0,11.443532513461937,11.078165419805039,False,False
26,Tonya Harding,Sasha Farber,,85392.0,,11.35501940920405,True,False
27,Alexis Ren,Alan Bersten,2525641.0,64741.0,14.7420058457994,11.078165419805039,False,False
27,Bobby Bones,Sharna Burgess,941409.0,162313.0,13.755134030369922,11.997288009794824,False,False
27,Danelle Umstead,Artem Chigvintsev,3137.0,186633.0,8.051340933292979,12.136904758728935,False,False
27,DeMarcus Ware,Lindsay Arnold,766734.0,117473.0,13.54989651869417,11.673972311485327,False,False
27,Evanna Lynch,Keo Motsepe,1181183.0,,13.982027883213261,,False,True
27,Joe Amabile,Jenna Johnson,101759.0,79694.0,11.530372378573949,11.285962127553153,False,False
27,John Schneider,Emma Slater,70833.0,,11.168094390398915,,False,True
27,Juan Pablo Di Pace,Cheryl Burke,46789.0,380112.0,10.753424783860263,12.848223855918395,False,False
27,Mary Lou Retton,Sasha Farber,,85392.0,,11.35501940920405,True,False
27,Milo Manheim,Witney Carson,81434.0,169660.0,11.30756043500766,12.04155760748558,False,False
27,Nancy McKeon,Valentin Chmerkovskiy,,299226.0,,12.608957761652729,True,False
27,Nikki Glaser,Gleb Savchenko,616189.0,64840.0,13.33131063651578,11.07969339830934,False,False
27,Tinashe,Brandon Armstrong,3293768.0,,15.00754305975612,,False,True
28,Ally Brooke,Sasha Farber,3080836.0,85392.0,14.940711871278285,11.35501940920405,False,False
28,Hannah Brown,Alan Bersten,,64741.0,,11.078165419805039,True,False
28,James Van Der Beek,Emma Slater,263127.0,,12.480395884778964,,False,True
28,Karamo Brown,Jenna Johnson,423817.0,79694.0,12.957059396778948,11.285962127553153,False,False
28,Kate Flannery,Pasha Pashkov,314456.0,2721.0,12.65860262081467,7.909122183211411,False,False
28,Kel Mitchell,Witney Carson,120138.0,169660.0,11.69640468474707,12.04155760748558,False,False
28,Lamar Odom,Peta Murgatroyd,3607877.0,213109.0,15.098630345845725,12.269563743311371,False,False
