season,week,couple_idx,couple_name,F_mean,F_median,F_q05,F_q95,F_q025,F_q975,CI_width_90,CI_width_95,is_eliminated
1,2,4,Joey McIntyre / Ashly DelGrosso,0.3168844282627105,0.2290084958076477,0.0186005121096968,0.8306599169969556,0.0070721325348131,0.8891197323799134,0.5560627757194244,0.6148265098173602,False
1,2,5,Trista Sutter / Louis van Amstel,0.0041634934023022,0.0019751649815589,0.000155035622447,0.0167773550376295,0.0001314766608629,0.0250635529402643,0.012280635052375206,0.018750471311547945,True
1,3,0,John O'Hurley / Charlotte Jorgensen,0.3343352377414703,0.2470351904630661,0.0194372757337987,0.8777368068695067,0.0113298565032891,0.9505622163414956,0.6272886037456272,0.6987568994325923,False
1,3,1,Kelly Monaco / Alec Mazo,0.2468960136175155,0.1605927646160125,0.0072573098819702,0.844765818119049,0.0047804844332858,0.859411746263504,0.5824938223440934,0.6050697074485565,False
1,3,2,Evander Holyfield / Edyta Sliwinska,0.0245480760931968,0.0098304469138383,0.0008252133411588,0.0849950052797791,0.0004170300817349,0.1509330078959465,0.05839627919826342,0.10630068586230314,True
1,3,3,Rachel Hunter / Jonathan Roberts,0.0269933994859457,0.0081211924552917,0.0006080955237848,0.1270218111574647,0.0004310696327593,0.2014293462038041,0.08771597676673636,0.1419715685474504,False
1,3,4,Joey McIntyre / Ashly DelGrosso,0.3672273159027099,0.308814138174057,0.020829161349684,0.8825219601392743,0.0124671848723664,0.9144577011466029,0.603780076482375,0.6433581775277565,False
1,4,0,John O'Hurley / Charlotte Jorgensen,0.2282823622226715,0.1437554955482483,0.0070127973565831,0.7215506941080084,0.0030742236296646,0.8470103517174721,0.5096116784912195,0.612700483872036,False
1,4,1,Kelly Monaco / Alec Mazo,0.5467779636383057,0.5844259262084961,0.0552944388240575,0.9473262548446656,0.0212896053213626,0.9751012921333312,0.631490835034367,0.6873435892563263,False
1,4,3,Rachel Hunter / Jonathan Roberts,0.0053410567343235,0.0015356102958321,0.0001301121945289,0.0208223540335893,4.31257381933392e-05,0.0286172812804579,0.014483650979314694,0.020359562877918024,True
1,4,4,Joey McIntyre / Ashly DelGrosso,0.2195986956357956,0.1316557973623275,0.0097352553158998,0.7587359488010406,0.0065576628549024,0.8290875777602197,0.537915580172656,0.6013234564497295,False
1,5,0,John O'Hurley / Charlotte Jorgensen,0.5967766046524048,0.6615329384803772,0.0847023718059063,0.9753613740205764,0.0493410025723278,0.9879872679710388,0.615813794380201,0.6606393639049892,False
1,5,1,Kelly Monaco / Alec Mazo,0.1948724389076233,0.1195607483386993,0.0045106688980013,0.6800893932580948,0.0022914051427505,0.742118720710278,0.47291005130465913,0.5271782478578808,False
1,5,4,Joey McIntyre / Ashly DelGrosso,0.2083509564399719,0.1000556349754333,0.0056734965881332,0.7424647837877272,0.0045154583407565,0.7919607013463978,0.5188518456051504,0.5644737984159873,False
1,6,0,John O'Hurley / Charlotte Jorgensen,0.2405837625265121,0.1109674870967865,0.0047862154664471,0.8532317787408825,0.003098639473319,0.9300944864749908,0.6017980262545707,0.6693127593613843,False
1,6,1,Kelly Monaco / Alec Mazo,0.7594161033630371,0.8890325427055359,0.1467682644724846,0.9952137678861618,0.0699055216275155,0.9969013571739196,0.6177749571056528,0.6870821558544032,False
2,1,0,Tatum O'Neal / Nick Kosovich,0.0305478833615779,0.0119229657575488,0.0012420736427884,0.1290469035506248,0.0009734007864608,0.1740596760064364,0.08879818475070389,0.12241763721945036,False
2,1,1,Tia Carrere / Maksim Chmerkoskiy,0.0351729467511177,0.0148327630013227,0.0017519332293886,0.133147520571947,0.0013805138441966,0.158966837450862,0.09363314232923256,0.11431201533389937,False
2,1,2,George Hamilton / Edyta Sliwinska,0.0329840630292892,0.0163006521761417,0.0013505348702892,0.1332567811012267,0.0008945359659264,0.1542126532644034,0.09458552008260243,0.11191216874811802,False
2,1,3,Lisa Rinna / Louis van Amstel,0.0193503219634294,0.0079454649239778,0.0008479216252453,0.0576859468594192,0.0005950198930804,0.072538336738944,0.03900234906477851,0.050253553933185625,False
2,1,4,Stacy Keibler / Tony Dovolani,0.1883958876132965,0.0983484089374542,0.0061587846837937,0.8147951990365981,0.0041984268114902,0.8600941762328148,0.5805453825951248,0.6255014056054371,False
2,1,5,Jerry Rice / Anna Trebunskaya,0.3671014010906219,0.3390070497989654,0.0357361068949103,0.8038243263959883,0.0216310843359678,0.8751430615782738,0.532405143935266,0.6022340382909795,False
2,1,6,Giselle Fernandez / Jonathan Roberts,0.0116622410714626,0.004317445680499,0.000398763702833,0.041817216016352,0.0002057523295661,0.052695863135159,0.02846450357799231,0.03672076978089652,False
2,1,7,Master P / Ashly DelGrosso,0.045751117169857,0.0192941427230834,0.0019783601979725,0.1722046911716454,0.0015082335507031,0.2778604693710805,0.125556344115537,0.20749108675368003,False
2,1,8,Drew Lachey / Cheryl Burke,0.2661554217338562,0.1999894678592682,0.0172825114335864,0.7878503143787381,0.0098387319594621,0.8477826148271561,0.5691073098436051,0.6299742233003229,False
2,1,9,Kenny Mayne / Andrea Hale,0.0028787737246602,0.0007445922819897,4.862710266024806e-05,0.0093865304253994,2.951868068521435e-05,0.0163025361485779,0.006811661350309003,0.012083599022631772,True
2,2,0,Tatum O'Neal / Nick Kosovich,0.050030056387186,0.0200570672750473,0.001458818098763,0.1738466210663315,0.0008543108269805,0.2121825791895392,0.12079413806091875,0.1507375521945672,True
2,2,1,Tia Carrere / Maksim Chmerkoskiy,0.0230918787419796,0.010868526995182,0.0009819037455599,0.1048111125826835,0.0007915847425465,0.1234770273789763,0.07154543808555891,0.08605576632206506,False
2,2,2,George Hamilton / Edyta Sliwinska,0.0383713096380233,0.0157169066369533,0.0012495372327975,0.1377181746065612,0.0005698672946891,0.2202268231660127,0.09857452655506686,0.16151071694488825,False
2,2,3,Lisa Rinna / Louis van Amstel,0.0144792310893535,0.0055822394788265,0.0005363535645301,0.0588811188936233,0.0003379615271114,0.0789030361920595,0.04133086484259065,0.056653489231614715,False
2,2,4,Stacy Keibler / Tony Dovolani,0.3236311674118042,0.2383845746517181,0.0226283614523708,0.8746870219707488,0.0140982562908902,0.9175985008478164,0.5882905662858829,0.6350021609497792,False
2,2,5,Jerry Rice / Anna Trebunskaya,0.2763314247131347,0.2396634519100189,0.0194579432718455,0.778176736831665,0.0130563882412388,0.8319953888654709,0.5398432282008919,0.5931477810500814,False
2,2,6,Giselle Fernandez / Jonathan Roberts,0.0085425926372408,0.0034098089672625,0.0001650770744163,0.0427332326769828,7.132513201213442e-05,0.047754008602351,0.029181640072143994,0.0332743891368192,False
2,2,7,Master P / Ashly DelGrosso,0.001936471206136,0.0007753167301416,5.2678966676467104e-05,0.0075003972975537,3.057599724343163e-05,0.0111834616400301,0.005476255835220752,0.008347804589507332,False
2,2,8,Drew Lachey / Cheryl Burke,0.2635857462882995,0.1721618324518203,0.0134770206175744,0.7903863936662672,0.0042547614662908,0.899332745373249,0.5423794525286868,0.6360895810094984,False
2,3,1,Tia Carrere / Maksim Chmerkoskiy,0.0670428127050399,0.0355212166905403,0.003282581269741,0.2480306789278983,0.0019045269058551,0.2926274977624417,0.1764826662118009,0.2133961692715946,False
2,3,2,George Hamilton / Edyta Sliwinska,0.0529433041810989,0.0217785164713859,0.0024056138237938,0.2219285510480403,0.0014786780549911,0.239101166278124,0.15391031318750378,0.16958986554075914,False
2,3,3,Lisa Rinna / Louis van Amstel,0.0405421070754528,0.021717894822359,0.0025820809882134,0.1471414946019649,0.0013389562926022,0.1765338514000181,0.10306180311252136,0.1271444318626197,False
2,3,4,Stacy Keibler / Tony Dovolani,0.2652548551559448,0.1701239645481109,0.0117727093398571,0.7975045889616013,0.0064682042924687,0.844949634373188,0.5613712216121809,0.6098089009426277,False
2,3,5,Jerry Rice / Anna Trebunskaya,0.1841559410095214,0.1200741752982139,0.0116334370803087,0.5833894014358509,0.0089596046949736,0.7056512683629991,0.3967767647087869,0.4921536176780107,False
2,3,6,Giselle Fernandez / Jonathan Roberts,0.0022545007523149,0.0010442605707794,9.92400175164221e-05,0.007640789123252,3.862873081743601e-05,0.0128530164947733,0.005571583892909655,0.00963697011603407,True
2,3,7,Master P / Ashly DelGrosso,0.0756311938166618,0.0395702384412288,0.0046310210367664,0.2484765857458111,0.0032758586981799,0.3755362614989283,0.17740920103942548,0.27569739464064025,False
2,3,8,Drew Lachey / Cheryl Burke,0.3121753633022308,0.2452173233032226,0.0252399370074272,0.8161203861236571,0.0201516789384186,0.8997437417507174,0.5829111094275502,0.6599291832972806,False
2,4,1,Tia Carrere / Maksim Chmerkoskiy,0.0496549792587757,0.0264115277677774,0.0020430423843208,0.1749372474849223,0.0014485431893263,0.2014192517846823,0.12698293263399396,0.14950504247340088,False
2,4,2,George Hamilton / Edyta Sliwinska,0.0453835055232048,0.0230436101555824,0.0024655465269461,0.1586932204663752,0.0019841049506794,0.1985130399465561,0.11207458035291577,0.14351595824784003,False
2,4,3,Lisa Rinna / Louis van Amstel,0.0409732945263385,0.0223197825253009,0.0022237145924009,0.1389774456620212,0.0016875150962732,0.2126564037054777,0.1006534585360496,0.15806381973473732,False
2,4,4,Stacy Keibler / Tony Dovolani,0.195063978433609,0.1019208431243896,0.0055587897775694,0.6596919208765029,0.0037900644994806,0.7795512124896051,0.45040617840342023,0.5437393428865747,False
2,4,5,Jerry Rice / Anna Trebunskaya,0.3989644646644592,0.4063256382942199,0.032251868955791,0.829190707206726,0.0238432058133184,0.8576832190155985,0.5535438231133416,0.589568522071632,False
2,4,7,Master P / Ashly DelGrosso,0.0168070010840892,0.0073546478524804,0.0011867347813677,0.0660460863262414,0.0009580065481713,0.0984377073124053,0.04450216142500889,0.06808433962150609,True
2,4,8,Drew Lachey / Cheryl Burke,0.2531526684761047,0.1623345613479614,0.0153441170696169,0.7890425562858581,0.0087813245598226,0.8576631337404252,0.5430454498729489,0.6065075691209445,False
2,5,1,Tia Carrere / Maksim Chmerkoskiy,0.0061624301597476,0.0028066481463611,0.0002424966092803,0.0265178461559116,0.0001247444793989,0.0359591299667954,0.01853644819772206,0.025733716995904612,True
2,5,2,George Hamilton / Edyta Sliwinska,0.0480250865221023,0.0241616182029247,0.0024562880862504,0.1887372635304924,0.0010378018108895,0.2466786712408067,0.13017938245962068,0.1747426305157065,False
2,5,3,Lisa Rinna / Louis van Amstel,0.0304534342139959,0.0153928510844707,0.0008823023497825,0.109906931221485,0.0005273489558021,0.1612762719392776,0.0796573931822167,0.11955674548740275,False
2,5,4,Stacy Keibler / Tony Dovolani,0.4709159433841705,0.454854279756546,0.0559924537315964,0.9428082317113876,0.0307066791225224,0.960539472103119,0.6240172606773814,0.6660281567733272,False
2,5,5,Jerry Rice / Anna Trebunskaya,0.2005678713321685,0.1300722956657409,0.0121402200777083,0.6390330433845518,0.0048089848831295,0.7503030687570572,0.4384328072815118,0.5307359270056748,False
2,5,8,Drew Lachey / Cheryl Burke,0.2438754439353943,0.1667181700468063,0.0066572530195117,0.7088554978370665,0.0035766988818068,0.7792513027787209,0.5015292788871573,0.5639500825119652,False
2,6,2,George Hamilton / Edyta Sliwinska,0.0165664050728082,0.0071228775195777,0.0006067052658181,0.0534711517393587,0.0004817548309802,0.0918187344446778,0.03655544389617309,0.06429238821115453,True
2,6,3,Lisa Rinna / Louis van Amstel,0.0516179949045181,0.0247654132544994,0.0030735858832485,0.1851243168115614,0.0025515538698527,0.2318445764482022,0.13273433495565878,0.17017910300068534,False
2,6,4,Stacy Keibler / Tony Dovolani,0.3576171100139618,0.2686801850795746,0.0194396313279867,0.8797080934047699,0.0112509541446343,0.9201090708374976,0.5916700126666952,0.6363062466484464,False
2,6,5,Jerry Rice / Anna Trebunskaya,0.2169305235147476,0.1536560505628585,0.0139209150336682,0.632390624284744,0.007372558908537,0.7768084853887559,0.4575371947910278,0.579435329026885,False
2,6,8,Drew Lachey / Cheryl Burke,0.3572678864002228,0.2717177271842956,0.0229298266582191,0.8662413626909252,0.0184649541508406,0.9255637496709824,0.6134088902527873,0.6716471166285093,False
2,7,3,Lisa Rinna / Louis van Amstel,0.3442647159099579,0.3144516348838806,0.0239529896527528,0.7587307810783386,0.015407491615042,0.8086605653166771,0.5104804909198725,0.5609955692243509,True
2,7,4,Stacy Keibler / Tony Dovolani,0.303538829088211,0.2252240628004074,0.0184067111462354,0.7433562338352195,0.0097602311288937,0.8668654829263692,0.4958040554101605,0.5967068210318209,False
2,7,5,Jerry Rice / Anna Trebunskaya,0.0117801716551184,0.0055872341617941,0.0008221563271945,0.0415619077160954,0.0007132805621949,0.0503093489445745,0.02973476128414442,0.03684833522749813,False
2,7,8,Drew Lachey / Cheryl Burke,0.3404163718223572,0.2542195618152618,0.0336616910994052,0.8436652988195417,0.0196207822300493,0.9109912782907486,0.5861364729380053,0.6565904899800867,False
2,8,4,Stacy Keibler / Tony Dovolani,0.3375340700149536,0.2102895677089691,0.0092557227704674,0.921485275030136,0.0057241054601036,0.9685879275202752,0.6612700359780552,0.710500054327779,False
2,8,5,Jerry Rice / Anna Trebunskaya,0.22141794860363,0.1355606019496917,0.0110313606448471,0.7420364797115324,0.004451076942496,0.801027649641037,0.5316783205668377,0.5897671832773259,False
2,8,8,Drew Lachey / Cheryl Burke,0.441048115491867,0.4159916639328003,0.0261900538578629,0.9239628434181212,0.0139562261523678,0.9760130181908608,0.6174390752644128,0.6735237618085825,False
3,1,0,Harry Hamlin / Ashly DelGrosso,0.0274417661130428,0.009816251695156,0.0004647119174478,0.1325221493840216,0.0002420615786832,0.1766935676336288,0.09293641009347287,0.12640752736275035,False
3,1,1,Vivica A. Fox / Nick Kosovich,0.0353997536003589,0.0145102720707654,0.0007601082295877,0.1460718125104904,0.0004682280108681,0.2054452799260616,0.10027792273011142,0.14399072379515968,False
3,1,2,Monique Coleman / Louis van Amstel,0.0341554842889308,0.0140848346054553,0.0012734191433992,0.1278449974954127,0.0008523676544427,0.1865580108016732,0.09272895541238473,0.13849331555242428,False
3,1,3,Joey Lawrence / Edyta Sliwinska,0.1602579057216644,0.0927073061466217,0.0066375284921377,0.5815329909324637,0.004814377229195,0.6790654256939891,0.4132535291530592,0.4933712749224461,False
3,1,4,Mario Lopez / Karina Smirnoff,0.2691448926925659,0.191400945186615,0.0160518395714461,0.7740432173013679,0.0121643024729564,0.8620436057448388,0.5322596016275694,0.6074926557825504,False
3,1,5,Emmitt Smith / Cheryl Burke,0.3436887264251709,0.2710087895393371,0.0316683687269687,0.7954515159130093,0.0174263583961874,0.8940727815032006,0.52484011050429,0.6132053730577128,False
3,1,6,Shanna Moakler / Jesse DeSoto,0.0092545952647924,0.0017422416713088,0.0001049476843036,0.0467962024733424,7.09659756466863e-05,0.0616071233525872,0.03273390746122973,0.04391543792111896,False
3,1,7,Willa Ford / Maksim Chmerkoskiy,0.0719983503222465,0.0317839533090591,0.0017094715556595,0.2835723564028734,0.0010754929011454,0.3893246687948704,0.19783230331345827,0.2773922971348472,False
3,1,8,Sara Evans / Tony Dovolani,0.0220857430249452,0.0072633968666195,0.0004579607513733,0.0822789356112479,0.0003362086907145,0.1180739955976606,0.05931437777171928,0.08688318580802637,False
3,1,9,Jerry Springer / Kym Johnson,0.018006170168519,0.0045493110083043,0.0002630211645737,0.0897389132529496,0.0001577659932081,0.1295397751033307,0.06439120856146588,0.09478049442247931,False
3,1,10,Tucker Carlson / Elena Grinenko,0.008566465228796,0.002063101157546,0.0001098936576454,0.0317585989832877,5.930774705120712e-05,0.0611872317269444,0.023230597483416573,0.045673954756264804,True
3,2,0,Harry Hamlin / Ashly DelGrosso,0.0197445359081029,0.0067920144647359,0.0006061213556677,0.0856796164065598,0.0002680933677766,0.1297472387552262,0.060420287803959076,0.09360798103925981,False
3,2,1,Vivica A. Fox / Nick Kosovich,0.0296752303838729,0.0103205768391489,0.00086376319814,0.1229310128837823,0.0004744584955915,0.1791620139032603,0.0842626916707025,0.1255610721798555,False
3,2,2,Monique Coleman / Louis van Amstel,0.1097347736358642,0.0486855059862136,0.0032342255348339,0.4341246351599687,0.0020723454596009,0.5275939524173737,0.3119598443136387,0.38729954199253874,False
3,2,3,Joey Lawrence / Edyta Sliwinska,0.4920907914638519,0.444214403629303,0.0908975392580032,0.9300429880619048,0.0667660594917834,0.945763310790062,0.6098251292178655,0.6502496538440602,False
3,2,4,Mario Lopez / Karina Smirnoff,0.0442621409893035,0.0163653716444969,0.0007475162215996,0.1925016850233077,0.0003802028324571,0.2563847705721855,0.13715940773159993,0.18640306134025958,False
3,2,5,Emmitt Smith / Cheryl Burke,0.2063991576433181,0.1207522302865982,0.0091359284939244,0.6663928747177117,0.0041343755321577,0.7424824133515359,0.4780279589711016,0.5466429841117986,False
3,2,6,Shanna Moakler / Jesse DeSoto,0.0079943686723709,0.0018495805561542,0.0001131932254793,0.0363631932064889,8.14188642834779e-05,0.0544407917186618,0.02578973173101562,0.03936749592175295,True
3,2,7,Willa Ford / Maksim Chmerkoskiy,0.0510476157069206,0.0158640462905168,0.0011823315173387,0.2036143615841857,0.0008403304702369,0.3275164686143398,0.14435209612210279,0.2371296262187355,False
3,2,8,Sara Evans / Tony Dovolani,0.0326972939074039,0.0095241256058216,0.0005799304024549,0.1364004150032993,0.000334253537585,0.1987466074526313,0.09611663128278686,0.14293102712906908,False
3,2,9,Jerry Springer / Kym Johnson,0.0063539892435073,0.0013918101321905,9.517518992652188e-05,0.0263669384643435,4.2058625058416514e-05,0.0343071336857974,0.017996849485425463,0.023893704563272777,False
3,3,0,Harry Hamlin / Ashly DelGrosso,0.0294225737452507,0.0110687762498855,0.0014577517984434,0.1273138150572776,0.0010333077065297,0.1611783623695373,0.08679552477668122,0.11242457694448532,True
3,3,1,Vivica A. Fox / Nick Kosovich,0.1449136435985565,0.0770394206047058,0.006089935847558,0.5232369929552075,0.0031678472529165,0.5929316505789758,0.35443299558219454,0.4114553764859971,False
3,3,2,Monique Coleman / Louis van Amstel,0.2411332130432129,0.1770105957984924,0.0239713159389793,0.6391885042190552,0.0170168131124228,0.6736999437212947,0.4426998391141468,0.4810179722785829,False
3,3,3,Joey Lawrence / Edyta Sliwinska,0.140738770365715,0.0767945498228073,0.004396328725852,0.4713789492845534,0.0029249576153233,0.6336452975869179,0.3274772394679378,0.4502376190932311,False
3,3,4,Mario Lopez / Karina Smirnoff,0.1090471968054771,0.0575750395655632,0.0047438365058042,0.4074385032057759,0.001439764801762,0.4963868424296381,0.286832267927812,0.35886857731010885,False
3,3,5,Emmitt Smith / Cheryl Burke,0.090453527867794,0.0451647154986858,0.0035151789314113,0.3877606064081188,0.0021112516638822,0.4460499241948127,0.2824940047737442,0.33223703788340125,False
3,3,7,Willa Ford / Maksim Chmerkoskiy,0.0458502992987632,0.018752209842205,0.0020963615388609,0.1754161462187762,0.0015655462368158,0.2227502696216108,0.12090606711912538,0.15706507335886877,False
3,3,8,Sara Evans / Tony Dovolani,0.1657844930887222,0.0951842665672302,0.0110207628458738,0.6075013041496269,0.0088808648986741,0.7203454062342646,0.42153289771940755,0.5118149805836609,False
3,3,9,Jerry Springer / Kym Johnson,0.0326563157141208,0.0080586457625031,0.0005946229182882,0.1411773592233657,0.0003517743658449,0.2295860972255473,0.10212218049014475,0.1695088084349227,False
3,4,1,Vivica A. Fox / Nick Kosovich,0.020459933206439,0.0080395517870783,0.0003388925048056,0.0807469692081212,0.0002604027089546,0.1223767753690481,0.055998975338134055,0.08657227720140445,True
3,4,2,Monique Coleman / Louis van Amstel,0.0449561700224876,0.0227559693157672,0.0018932120525278,0.1589778788387773,0.0015097506315214,0.2262333828955889,0.108060061511851,0.15736375162588667,False
3,4,3,Joey Lawrence / Edyta Sliwinska,0.2660087049007416,0.1904522776603698,0.0154192151036113,0.787849485874176,0.012727483198978,0.8479165866971017,0.5406024583478602,0.5950152415729804,False
3,4,4,Mario Lopez / Karina Smirnoff,0.3232032060623169,0.2497523725032806,0.0204247206449508,0.8307222455739974,0.0117994825239293,0.8704996287822725,0.5612392803051205,0.6054379268039313,False
3,4,5,Emmitt Smith / Cheryl Burke,0.1683748811483383,0.1048271656036377,0.0102668453007936,0.5342518806457517,0.0072274609352462,0.6454676374793052,0.3859007864423721,0.4784818387994308,False
3,4,7,Willa Ford / Maksim Chmerkoskiy,0.1316140741109848,0.0811919718980789,0.0029721424332819,0.4232552126049995,0.0020690984296379,0.4865971639752389,0.30657452606055063,0.3597805215748523,False
3,4,8,Sara Evans / Tony Dovolani,0.0216743890196084,0.007392126135528,0.0006537412147736,0.0829656317830084,0.0003139711327094,0.1242514424026013,0.05921606974272825,0.09076202417570457,False
3,4,9,Jerry Springer / Kym Johnson,0.0237085595726966,0.0054461508989334,0.0004430062734172,0.0992755915969609,0.0002786166947771,0.1507626567035914,0.07245451962613232,0.1123001424443679,False
3,5,2,Monique Coleman / Louis van Amstel,0.1257537901401519,0.0638563558459281,0.0034904917934909,0.4946592271327965,0.002299907465931,0.5903305977582933,0.35815597632662016,0.4364816804124084,False
3,5,3,Joey Lawrence / Edyta Sliwinska,0.1330398172140121,0.0606652125716209,0.0037233024952001,0.545920693874359,0.0022578177857212,0.6982097074389457,0.37631654866113307,0.4916993693562932,False
3,5,4,Mario Lopez / Karina Smirnoff,0.2243557572364807,0.1278282552957534,0.0107725681737065,0.6889753997325897,0.0048719906364567,0.754872988164425,0.4980201621927084,0.5606266097735594,False
3,5,5,Emmitt Smith / Cheryl Burke,0.4151009023189544,0.3684431910514831,0.0612899083644151,0.8976328253746032,0.0340845120605081,0.9422760471701624,0.597179102830503,0.660118962074404,False
3,5,7,Willa Ford / Maksim Chmerkoskiy,0.0575696565210819,0.0224465541541576,0.0022708712494932,0.2333416521549224,0.0012687532202107,0.3323399931192399,0.16854499304014178,0.24581977589271706,True
3,5,8,Sara Evans / Tony Dovolani,0.0293905809521675,0.008685702458024,0.0004967752975062,0.1148168683052063,0.0003141100045468,0.1677761234343053,0.0839712687013288,0.12521287687424776,False
3,5,9,Jerry Springer / Kym Johnson,0.0147893978282809,0.0041606305167078,0.0002895427765906,0.0760131321847438,0.000188128443915,0.1149702124297619,0.05311769982920641,0.08196089904784698,False
3,6,2,Monique Coleman / Louis van Amstel,0.0739006400108337,0.0310646668076515,0.002151555637829,0.2893643543124198,0.0018608089798362,0.4011473335325724,0.19810855728531465,0.28035521537120295,False
3,6,3,Joey Lawrence / Edyta Sliwinska,0.2358656823635101,0.1540081202983856,0.0106777020730078,0.7021119803190221,0.0077162915491499,0.8143940925598145,0.4815052193965462,0.5718402733258001,False
3,6,4,Mario Lopez / Karina Smirnoff,0.3258350789546966,0.2776936292648315,0.019978185929358,0.839151480793953,0.0136301609920337,0.8725771859288216,0.5796875264721171,0.618741276712606,False
3,6,5,Emmitt Smith / Cheryl Burke,0.3488397300243377,0.3096553087234497,0.027415460627526,0.8321454912424087,0.0236870693974196,0.897145363688469,0.5874675635437078,0.6490832422696237,False
3,6,9,Jerry Springer / Kym Johnson,0.0155588528141379,0.0037376713007688,0.0003360592410899,0.0752440825104711,0.0001861407101387,0.1370576612651348,0.05486889876548203,0.10205529415723007,False
3,7,2,Monique Coleman / Louis van Amstel,0.0926052927970886,0.0355274602770805,0.0028912595473229,0.427790583670139,0.001689111374435,0.5415580973029137,0.29062905620138446,0.3758944470243749,False
3,7,3,Joey Lawrence / Edyta Sliwinska,0.3288588225841522,0.2448637187480926,0.0158740443643182,0.8277085840702055,0.0123664589831605,0.9093688011169434,0.5783560028262755,0.65049781134348,False
3,7,4,Mario Lopez / Karina Smirnoff,0.1957793682813644,0.1131813079118728,0.0081266920547932,0.6636951029300688,0.0070985504891723,0.7315883278846741,0.4635517622680037,0.5214792346919752,False
3,7,5,Emmitt Smith / Cheryl Burke,0.3739872276782989,0.3154299557209015,0.018032909091562,0.8999967366456985,0.0121021518483757,0.9315127298235892,0.6138979058614249,0.6514474885016949,False
3,7,9,Jerry Springer / Kym Johnson,0.0087692616507411,0.002047611400485,0.0001739993902447,0.0324928792193531,9.824762601056136e-05,0.0570539730601012,0.022310126534828976,0.04002281773797722,True
3,8,2,Monique Coleman / Louis van Amstel,0.0294869318604469,0.0101045547053217,0.0007493682787753,0.1501729607582092,0.0005725978437112,0.1837035071104765,0.10498163876681152,0.13097257485929928,True
3,8,3,Joey Lawrence / Edyta Sliwinska,0.2263756394386291,0.1333423405885696,0.0103932155296206,0.76210335791111,0.0047079435782507,0.832605178654194,0.5541895720438584,0.6213108123354677,False
3,8,4,Mario Lopez / Karina Smirnoff,0.4804974794387817,0.4985018670558929,0.0510113170370459,0.9475828558206558,0.0292424548417329,0.9667786195874214,0.6291800882964287,0.6697343757110528,False
3,8,5,Emmitt Smith / Cheryl Burke,0.2636401057243347,0.1854609549045562,0.0164620218332856,0.7623726427555083,0.0099270760314539,0.7996183305978777,0.5317332309071103,0.5730452007245114,False
3,9,3,Joey Lawrence / Edyta Sliwinska,0.3313130140304565,0.199137657880783,0.0209784937091171,0.888408413529396,0.0081472057267092,0.9097136721014976,0.6275002693501269,0.6638986844808464,False
3,9,4,Mario Lopez / Karina Smirnoff,0.229770541191101,0.1371616125106811,0.0092119136359542,0.7508879244327543,0.0041489005205221,0.8099998161196712,0.5221769212747531,0.5775408191863116,False
3,9,5,Emmitt Smith / Cheryl Burke,0.4389165043830871,0.4074584245681762,0.0469470059499144,0.9428426414728164,0.0290889600291848,0.9686464622616768,0.6619885356615981,0.7067095365512109,False
3,10,4,Mario Lopez / Karina Smirnoff,0.3850813210010528,0.3521472811698913,0.0239181951619684,0.86698599755764,0.0101310597732663,0.9058088779449464,0.6224968755336049,0.6732107325077437,False
